Mekan,URL
"HI - Honolulu","https://www.copart.com/saleListResult/110/2026-03-16?location=HI%20-%20Honolulu&saleDate=1773698400000&liveAuction=false&from=&yardNum=110"
"FL - Clewiston","https://www.copart.com/saleListResult/366/2026-03-16?location=FL%20-%20Clewiston&saleDate=1773669600000&liveAuction=false&from=&yardNum=366"
"FL - Jacksonville North","https://www.copart.com/saleListResult/163/2026-03-16?location=FL%20-%20Jacksonville%20North&saleDate=1773669600000&liveAuction=false&from=&yardNum=163"
"FL - Miami Central","https://www.copart.com/saleListResult/105/2026-03-16?location=FL%20-%20Miami%20Central&saleDate=1773669600000&liveAuction=false&from=&yardNum=105"
"FL - Orlando North","https://www.copart.com/saleListResult/153/2026-03-16?location=FL%20-%20Orlando%20North&saleDate=1773669600000&liveAuction=false&from=&yardNum=153"
"GA - Atlanta East","https://www.copart.com/saleListResult/107/2026-03-16?location=GA%20-%20Atlanta%20East&saleDate=1773669600000&liveAuction=false&from=&yardNum=107"
"GA - Fairburn","https://www.copart.com/saleListResult/173/2026-03-16?location=GA%20-%20Fairburn&saleDate=1773669600000&liveAuction=false&from=&yardNum=173"
"GA - Savannah","https://www.copart.com/saleListResult/87/2026-03-16?location=GA%20-%20Savannah&saleDate=1773669600000&liveAuction=false&from=&yardNum=87"
"IN - Fort Wayne","https://www.copart.com/saleListResult/360/2026-03-16?location=IN%20-%20Fort%20Wayne&saleDate=1773669600000&liveAuction=false&from=&yardNum=360"
"KY - Lexington East","https://www.copart.com/saleListResult/115/2026-03-16?location=KY%20-%20Lexington%20East&saleDate=1773669600000&liveAuction=false&from=&yardNum=115"
"KY - Louisville","https://www.copart.com/saleListResult/143/2026-03-16?location=KY%20-%20Louisville&saleDate=1773669600000&liveAuction=false&from=&yardNum=143"
"MA - South Boston","https://www.copart.com/saleListResult/27/2026-03-16?location=MA%20-%20South%20Boston&saleDate=1773669600000&liveAuction=false&from=&yardNum=27"
"MD - Baltimore","https://www.copart.com/saleListResult/102/2026-03-16?location=MD%20-%20Baltimore&saleDate=1773669600000&liveAuction=false&from=&yardNum=102"
"NC - China Grove","https://www.copart.com/saleListResult/41/2026-03-16?location=NC%20-%20China%20Grove&saleDate=1773669600000&liveAuction=false&from=&yardNum=41"
"NC - Lumberton","https://www.copart.com/saleListResult/338/2026-03-16?location=NC%20-%20Lumberton&saleDate=1773669600000&liveAuction=false&from=&yardNum=338"
"NJ - Trenton","https://www.copart.com/saleListResult/135/2026-03-16?location=NJ%20-%20Trenton&saleDate=1773669600000&liveAuction=false&from=&yardNum=135"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-03-16?location=NY%20-%20Albany&saleDate=1773669600000&liveAuction=false&from=&yardNum=94"
"NY - Buffalo","https://www.copart.com/saleListResult/344/2026-03-16?location=NY%20-%20Buffalo&saleDate=1773669600000&liveAuction=false&from=&yardNum=344"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-03-16?location=NY%20-%20Long%20Island&saleDate=1773669600000&liveAuction=false&from=&yardNum=30"
"NY - Rochester","https://www.copart.com/saleListResult/35/2026-03-16?location=NY%20-%20Rochester&saleDate=1773669600000&liveAuction=false&from=&yardNum=35"
"NY - Syracuse","https://www.copart.com/saleListResult/25/2026-03-16?location=NY%20-%20Syracuse&saleDate=1773669600000&liveAuction=false&from=&yardNum=25"
"OH - Cleveland West","https://www.copart.com/saleListResult/112/2026-03-16?location=OH%20-%20Cleveland%20West&saleDate=1773669600000&liveAuction=false&from=&yardNum=112"
"PA - Philadelphia East","https://www.copart.com/saleListResult/164/2026-03-16?location=PA%20-%20Philadelphia%20East&saleDate=1773669600000&liveAuction=false&from=&yardNum=164"
"PA - York Haven","https://www.copart.com/saleListResult/127/2026-03-16?location=PA%20-%20York%20Haven&saleDate=1773669600000&liveAuction=false&from=&yardNum=127"
"SC - North Charleston","https://www.copart.com/saleListResult/197/2026-03-16?location=SC%20-%20North%20Charleston&saleDate=1773669600000&liveAuction=false&from=&yardNum=197"
"SC - Spartanburg","https://www.copart.com/saleListResult/144/2026-03-16?location=SC%20-%20Spartanburg&saleDate=1773669600000&liveAuction=false&from=&yardNum=144"
"VA - Richmond East","https://www.copart.com/saleListResult/101/2026-03-16?location=VA%20-%20Richmond%20East&saleDate=1773669600000&liveAuction=false&from=&yardNum=101"
